"id","n_abnj","n_all"
"135425",575,962
"135426",408,1615
"135427",63,199
"135428",136,238
"135429",326,542
"135430",130,246
"135431",323,411
"135432",374,583
"135433",142,289
"135434",164,273
"135435",155,288
"135436",625,1143
"135439",262,1391
"135440",0,168
"135441",26,998
"135442",218,230
"135444",16,997
"135445",57,162
"135446",143,342
"135447",111,288
"135448",147,276
"135449",508,1117
"135450",524,983
"135451",277,486
"135452",580,975
"135453",315,620
"135454",250,396
"135455",86,137
"135456",92,127
"135457",111,219
"135458",7,54
"135460",111,196
"135461",167,242
"135462",143,236
"135463",107,146
"135465",250,507
"135466",74,232
"135467",8,18
"135470",100,178
"135471",466,921
"135473",0,8
"135478",3,37
"135479",22,225
"135480",0,2
"135481",0,5
"135482",3,32
"135483",0,1
"135484",24,262
"135485",256,502
"135487",13,38
"135488",210,295
"135490",335,673
"135491",3,14
"135492",0,9
"135493",92,95
"135494",9,43
"135495",76,4328
"135496",9,145
"135497",0,85
"135498",10,51
"135499",53,82
"135501",14,190
"135502",0,64
"135504",86,303
"135505",4,116
"135506",164,231
"135507",17,38
"135508",0,1
"135509",0,1
"135666",0,14
"135670",0,1
"135684",0,1
"135696",0,1
"135702",0,1
"135703",0,1
"135709",0,1
"135723",0,2
"135726",0,4
"135735",0,1
"135737",5,5
"135738",0,2
"135740",0,1
"135743",0,3
"135745",0,33
"135746",0,2
"135748",38,119
"135749",0,31
"135751",0,2
"135754",0,30
"135762",0,1
"135764",0,3
"135767",0,10
"135769",0,2
"135773",3,4
"135774",0,5
"135776",0,2
"135777",0,1
"135778",0,14
"135779",0,2
"135782",0,15
"135784",0,3
"135789",0,41
"135793",0,1
"135796",0,8
"135797",5,37
"135798",0,7
"135800",3,63
"135802",47,52
"135803",0,9
"135806",0,2
"135815",3,11
"135818",4,20
"135819",18,67
"135823",0,1
"135833",0,4
"135834",0,5
"135839",8,40
"135841",0,2
"135842",0,18
"135847",0,7
"135849",0,2
"135851",0,1
"135853",0,8
"135856",0,1
"135857",0,3
"135875",0,2
"135876",0,1
"135880",0,1
"135882",0,1
"135883",0,2
"135884",0,2
"135886",0,3
"135892",0,3
"135900",28,32
"135903",0,1
"135905",1,1
"135929",0,1
"135963",0,1
"135974",4,26
"135975",21,167
"135976",32,65
"135977",10,23
"135980",0,15
"135982",29,78
"135983",0,13
"135984",17,28
"135985",0,15
"135986",0,1
"135988",0,2
"135991",0,1
"135993",0,20
"135994",0,1
"135995",0,2
"135996",0,2
"135998",0,3
"135999",1,14
"136000",0,6
"136001",0,1
"136002",0,3
"136003",23,118
"136004",3,26
"136005",4,8
"136006",10,62
"136010",3,8
"136011",0,2
"136018",0,10
"136032",0,1054
"136033",5,538
"136034",5,70
"136035",0,41
"136036",0,13
"136037",4,2080
"136038",0,95
"136039",1,333
"136042",0,1
"136050",7,2509
"136051",34,245
"136052",22,72
"136054",21,65
"136055",3,52
"136056",138,996
"136057",1,91
"136058",37,214
"136059",0,69
"136060",37,3019
"136061",0,12
"136062",0,17
"136063",0,2393
"136064",77,193
"136065",2,576
"136069",0,5
"136074",2,125
"136075",0,30
"136077",75,510
"136079",3,19
"136080",0,54
"136081",9,217
"136082",1,1
"136083",2,163
"136084",6,473
"136085",0,3
"136116",1,35
"136117",1,6
"136119",0,4
"136120",0,1
"136123",0,1
"136124",0,1
"136125",0,11
"136126",0,3
"136127",0,1
"136128",0,5
"136129",0,3
"136130",0,2
"136132",0,74
"136133",0,2
"136135",0,100
"136136",0,7
"136137",0,239
"136145",2,23
"136146",0,13
"136149",0,8
"136264",0,1
"136265",0,9
"136268",0,7
"136280",0,2
"136281",0,5
"136284",1,386
"136285",0,193
"136290",0,119
"136291",0,4
"136294",2,18
"136295",2,15
"136296",2,25
"136297",2,12
"136298",0,11
"136303",5,26
"136304",10,14
"136305",1,17
"136308",4,27
"136309",1,12
"136316",0,9
"136317",0,3
"136318",0,2
"136319",10,210
"136320",1,7
"136321",8,29
"136323",18,70
"136329",6,37
"136330",27,91
"136333",10,18
"136334",6,28
"136335",0,11
"136336",3,81
"136337",2,21
"136338",3,41
"136340",41,447
"136344",1,60
"136346",0,32
"136347",0,14
"136348",6,91
"136349",1,6
"136350",1,1
"136351",1,5
"136355",0,14
"136356",0,8
"136357",0,7
"136358",2,11
"136359",1,13
"136360",0,44
"136362",0,1
"136363",1,1
"136364",0,29
"136365",4,43
"136370",0,3
"136371",6,46
"136372",1,22
"136373",2,129
"136374",11,17
"136375",0,4
"136376",0,20
"136377",2,40
"136378",1,25
"136380",0,5
"136381",8,152
"136382",0,72
"136383",0,9
"136384",7,20
"136385",1,5
"136386",5,5
"136421",26,38
"136423",1,10
"136431",8,225
"136432",1,5
"136441",16,51
"136443",0,65
"136448",0,7
"136451",1,15
"136453",2,2
"136454",0,19
"136455",43,58
"136457",0,409
"136458",0,2449
"136466",0,714
"136476",0,6
"136478",0,16
"136484",0,2
"136486",0,1680
"136489",2,8
"136495",37,111
"136496",2,31
"136497",0,4
"136527",0,15
"136535",0,11
"136546",0,210
"136547",0,4
"136550",3,6
"136554",0,7
"136563",3,13
"136568",6,16
"136606",1,1
"136608",0,1
"136610",0,1
"136611",0,1
"136612",0,1
"136613",0,13
"136614",0,8
"136615",0,6
"136616",0,3
"136617",0,9
"136618",0,3
"136654",0,1
"136655",0,2
"136657",0,1
"136658",0,3
"136659",0,1
"136660",0,2
"136661",0,1
"136662",0,3
"136663",0,7
"136664",0,2
"136665",0,2
"136666",0,10
"136667",0,1
"136668",0,4
"136669",0,5
"136670",0,1
"136671",0,1
"136672",0,5
"136673",0,14
"136674",0,3
"136675",0,1
"136676",0,1
"136677",0,2
"136678",0,1
"136679",0,10
"136680",0,12
"136681",0,1
"136682",0,1
"136684",0,3
"136685",0,2
"136686",0,2
"136687",0,1
"136688",0,3
"136689",0,1
"136690",0,2
"136691",0,1
"136693",0,1
"136694",0,1
"136696",0,2
"136697",0,2
"136698",0,1
"136699",0,4
"136701",0,2
"136702",0,1
"136703",0,2
"136704",0,1
"136705",0,2
"136706",0,2
"136707",0,2
"136708",0,2
"136709",0,1
"136710",0,4
"136711",0,7
"136712",0,1
"136713",0,7
"136714",0,2
"136715",1,2
"136716",0,2
"136717",0,2
"136718",0,3
"136719",0,1
"136720",1,1
"136721",0,1
"136722",0,6
"136723",0,1
"136724",0,2
"136725",0,1
"136726",0,1
"136727",0,2
"136728",0,2
"136729",0,4
"136730",0,11
"136807",1,2
"136817",0,1
"136819",0,2
"136823",1,16
"136825",0,13
"136858",0,2
"136865",0,3
"136874",0,7
"136903",23,2706
"136926",1,35
"136960",1,3
"137071",0,33062
"137072",1,23782
"137073",0,13003
"137074",0,44109
"137075",0,3384
"137076",0,1
"137077",63,4322
"137078",5,146
"137079",19,4622
"137080",9,21822
"137081",0,2
"137084",1,36672
"137085",44,1893
"137086",87,11265
"137087",766,14856
"137088",409,11129
"137089",126,947
"137090",3543,16042
"137091",4306,68033
"137092",1166,42124
"137093",0,10
"137094",1009,43764
"137095",41,210
"137096",284,2579
"137097",318,8861
"137098",253,7655
"137099",38,177
"137100",144,7805
"137101",13,2395
"137102",446,3210
"137103",20,340
"137104",122,1282
"137105",1172,4412
"137106",2,140
"137107",1375,15887
"137108",68,7792
"137109",769,2573
"137110",240,1075
"137111",450,57202
"137112",0,16172
"137113",5,408
"137115",3,5448
"137116",0,232
"137117",14,45047
"137119",12972,54046
"137121",0,245
"137122",16,575
"137123",1,121
"137124",2,50
"137125",0,11
"137126",1,22
"137127",182,1691
"137128",33,49145
"137129",3497,34918
"137130",2,14557
"137131",216,61500
"137132",0,1
"137133",252,280858
"137134",1149,23331
"137135",0,4715
"137136",0,4485
"137137",4,2586
"137138",647,173924
"137139",0,118
"137140",1,253
"137141",6,39062
"137142",50,43271
"137143",0,3
"137144",52,3318
"137145",308,8576
"137146",764,114044
"137147",0,812
"137149",1,8743
"137154",26,1459
"137155",5,26
"137156",4311,214586
"137158",1,1078
"137160",0,2173
"137162",34,29841
"137163",1,2698
"137165",2526,10470
"137166",1,8676
"137167",7,1193
"137168",138,6296
"137169",9,3490
"137171",266,1812
"137172",122,7704
"137173",282,7893
"137174",359,18151
"137176",0,2742
"137177",6,202
"137178",0,18974
"137179",0,20299
"137181",0,6696
"137182",0,2778
"137183",0,6143
"137184",0,90
"137185",0,709
"137186",0,954
"137187",1,20636
"137188",0,20480
"137189",11,16313
"137190",8480,43935
"137191",15,1963
"137192",3097,28147
"137193",22,212
"137194",706,62632
"137195",11212,453279
"137196",3,227
"137197",0,66
"137198",1,2
"137199",1429,2023
"137200",82,448
"137201",4910,65960
"137202",3715,41368
"137203",112,37085
"137204",0,306
"137205",5571,41027
"137206",421,44370
"137207",266,8897
"137208",50,988
"137209",5254,13549
"137241",28,165
"137245",0,129
"137246",6,632
"137247",25,579
"137248",0,1
"137249",2,7
"137250",57,3061
"137254",0,16
"137255",0,18
"137256",0,31
"137257",0,34
"137258",0,17
"137259",0,2
"137260",2,78
"137261",0,13
"137262",0,20
"137263",0,139
"137265",0,88
"137266",1,100
"137267",2,4
"137268",0,11
"137269",0,11
"137270",22,79
"137272",109,1059
"137273",12,332
"137274",0,9
"137275",4,345
"137278",1,24
"137279",25,1990
"137280",6,173
"137281",1,1595
"137282",2,30
"137291",0,3
"137305",0,2
"137307",0,1
"137308",0,40
"137309",0,17
"137311",0,1
"137313",0,670
"137321",5,9
"137322",3,3
"137323",1,2
"137324",0,2
"137325",0,6
"137327",3,3
"137330",1,1
"137333",1,1
"137334",7,12
"137336",0,4
"137337",5,30
"137338",58,148
"137339",0,4
"137340",3,3
"137402",0,55
"137403",0,1
"137404",0,1
"137410",0,1
"137411",0,10
"137412",0,1
"137413",0,26
"137416",0,40
"137417",0,1
"137419",0,2
"137424",0,13
"137438",0,134
"137444",0,3
"137453",0,8
"137458",0,3
"137461",0,1
"137467",0,1
"137469",0,2
"137470",0,3
"137471",0,5
"137472",0,1
"137473",0,5
"137476",0,46
"137477",1,63
"137478",0,61
"137479",0,4
"137480",0,8
"137481",0,237
"137482",0,11
"137484",0,140
"137485",0,586
"137486",0,269
"137487",0,7
"137489",0,5
"137493",0,17
"137496",0,2
"137497",0,13
"137499",0,1
"137501",0,1
"137505",0,1
"137506",0,1
"137507",0,11
"137508",0,10
"137513",0,11
"137514",0,3
"137515",0,1
"137516",0,16
"137517",0,13
"137518",0,4
"137519",0,6
"137520",0,2
"137521",0,5
"137522",0,1
"137523",0,5
"137527",0,7
"137534",0,1
"137538",0,3
"137541",0,9
"137542",0,4
"137546",0,1
"137548",0,1
"137551",0,243
"137553",1,161
"137556",1,1053
"137559",0,57
"137561",0,2158
"137563",6,89
"137569",0,199
"137570",0,1602
"137571",1,19744
"137572",0,309
"137573",0,20
"137574",0,51
"137576",0,412
"137577",0,715
"137578",0,127
"137579",0,23
"137580",0,6
"137582",0,2627
"137583",0,14
"137584",0,386
"137597",0,43
"137599",0,22
"137600",0,177
"137601",0,34
"137603",0,5
"137604",0,130
"137605",0,8
"137607",0,38
"137608",0,7
"137609",0,9
"137610",0,27
"137611",1,10
"137612",0,10
"138675",0,420
"138676",0,8
"138677",1,199
"138678",0,1
"138679",0,4
"138680",0,2
"138681",0,28
"138682",0,3
"138686",0,80
"138689",0,3
"138690",0,2
"138691",0,847
"138694",0,13
"138696",0,4
"138699",0,7
"138700",0,7
"138703",0,3
"138704",0,28
"138706",0,33
"138707",0,2
"138709",1,131
"138710",0,4
"138711",0,10
"138714",0,2
"138722",0,8
"138728",0,26
"138733",0,1
"138734",0,674
"138739",0,26
"138742",0,2
"138745",0,28
"138746",0,25
"138747",21,150
"138748",0,512
"138749",2,1806
"138751",1,1078
"138752",0,39
"138753",0,156
"138754",0,38
"138755",0,81
"138756",0,82
"138757",0,287
"138758",0,266
"138759",0,145
"138760",1,1700
"138761",1,199
"138768",0,25
"138773",0,3
"138774",0,28
"138775",0,20
"138776",0,2
"138783",0,21
"138785",0,142
"138786",0,31
"138788",0,74
"138789",2,86
"138791",19,123
"138793",0,46
"138796",23,77
"138797",9,326
"138798",25,112
"138799",6,1269
"138800",7,53
"138801",59,164
"138802",1,19500
"138803",42,2761
"138804",0,22
"138805",0,7
"138806",0,2
"138807",0,1
"138814",0,13
"138816",0,62
"138817",0,1
"138818",0,2698
"138819",0,39
"138820",0,778
"138821",0,1873
"138822",0,18
"138823",0,1856
"138824",1,1547
"138825",0,7
"138831",1,1969
"138837",4,4
"138838",95,428
"138840",9,86
"138843",0,53
"138845",1,4
"138848",257,400
"138849",146,221
"138851",0,5
"138852",25,245
"138853",12,66
"138855",0,23
"138857",0,6
"138858",0,18
"138860",0,18
"138861",0,1
"138862",0,27
"138864",0,38
"138865",0,15
"138866",0,53
"138869",0,4
"138870",0,2
"138871",0,1
"138873",2,50
"138875",1,115
"138877",0,3
"138878",3,15768
"138879",0,4
"138880",1,12
"138889",0,7
"138892",0,2
"138894",0,1
"138898",0,7
"138899",1,372
"138900",0,52
"138902",0,48
"138903",3,98
"138906",0,54
"138907",0,2
"138911",0,15
"138912",0,7
"138913",7,86
"138915",14,47
"138917",7,62
"138919",0,3
"138920",1,3868
"138922",0,4
"138923",0,74
"138924",0,32
"138930",1,73
"138931",0,1
"138932",0,28
"138933",0,34
"138934",0,24
"138936",0,7
"138938",0,22
"138940",0,732
"138942",38,132
"138945",0,1
"138947",0,25
"138948",0,4
"138952",1,667
"138955",0,31
"138957",0,305
"138959",0,2
"138960",0,1
"138961",1,1214
"138963",0,7795
"138965",0,79
"138966",0,10
"138967",0,15
"138969",0,222
"138971",0,2
"138972",1,1
"138974",0,13
"138979",0,24
"138980",0,12
"138981",0,1
"138984",1,177
"138985",3,34
"138986",2,3
"138990",1,119
"138991",0,2
"138992",1,1535
"138993",0,414
"138994",0,3
"138996",0,62
"138998",0,14947
"138999",1,11965
"139000",0,346
"139004",0,728
"139006",0,66
"139008",0,987
"139009",0,271
"139010",0,2899
"139012",0,1431
"139016",0,50
"139018",0,90
"139023",0,67
"139024",0,9
"139025",3,153
"139028",4,197
"139029",3,209
"139030",41,387
"139031",3,217
"139032",15,104
"139033",781,1275
"139034",9,343
"139035",6,235
"139036",37,285
"139040",1,48
"139042",2,117
"139045",43,570
"139047",12,167
"139048",49,239
"139050",0,1
"139051",0,1
"139052",0,242
"139053",0,3
"139054",1,2153
"139058",0,2
"139060",0,1
"139061",0,333
"139062",0,324
"139063",0,4
"139065",0,35
"139066",0,303
"139067",0,504
"139068",0,239
"139069",0,3
"139070",0,2
"139071",0,5
"139072",0,139
"139074",0,3
"139076",0,2
"139078",0,1
"139079",0,38
"139082",0,6
"139083",0,29
"139085",1,124
"139086",0,2
"139088",0,1
"139090",0,13
"139093",0,5
"139095",0,4
"139097",0,23
"139102",0,1
"139106",0,3169
"139108",0,2
"139111",0,13
"139112",0,692
"139113",0,95
"139115",0,1
"139117",0,3
"139119",0,57
"139120",0,269
"139122",0,5
"139124",0,6
"139125",36,227
"139129",0,124
"139130",0,1
"139134",0,57
"139143",0,20
"139151",0,62
"139159",0,1
"139162",0,2
"139163",0,21
"139164",0,1
"139165",1,2
"139166",0,25
"139168",0,1
"139169",0,59
"139172",0,4
"139174",11,17
"139178",2835,9637
"139182",0,1
"139184",1,1
"139185",1,2
"139187",0,6
"139190",5,353
"139192",0,1
"139195",0,3
"139196",0,111
"139197",0,6
"139198",0,7
"139199",0,2
"139200",0,7
"139201",6,11
"139202",0,189
"139207",0,847
"139209",4,5
"139216",0,22
"139217",1,326
"139221",0,17
"139222",5,112
"139223",17,87
"139224",1,77
"139225",1,4
"139226",0,1
"139227",0,2
"139229",0,50
"139233",1,12
"139234",0,4
"139236",5,11
"139237",0,8
"139238",0,1
"139239",0,1
"139242",0,9
"139244",2,50
"139245",0,4
"139246",13,37
"139247",16,76
"139248",6,50
"139249",0,5
"139253",0,6
"139254",0,2
"139255",2,59
"139259",0,6
"139261",1,1
"139264",2,6
"139265",1,336
"139272",1,292
"139278",0,29
"139280",0,10
"139285",0,41
"139288",0,2
"139291",0,3
"139293",0,39
"139294",0,46
"139303",0,2
"139304",0,1
"139305",0,6
"139306",0,1
"139307",0,1
"139308",0,4
"139312",0,39
"139314",0,1
"139315",0,4
"139316",0,9
"139317",0,66
"139319",0,10
"139320",0,2
"139322",0,8
"139325",0,6
"139327",0,5
"139328",0,39
"139334",0,19
"139337",0,21
"139339",5,31
"139340",0,1
"139342",3,13
"139343",0,11
"139344",0,1
"139347",2,9
"139348",0,6
"139352",15,145
"139353",9,36
"139355",0,4
"139359",0,2
"139360",0,34
"139362",0,4
"139364",0,3
"139366",0,37
"139368",0,3
"139369",0,3
"139370",0,25
"139371",1,338
"139374",0,1
"139375",0,7
"139376",0,2
"139377",0,2
"139378",0,4
"139379",1,70
"139381",0,2
"139382",0,3
"139384",1,53
"139385",1,33
"139386",0,3
"139387",0,4
"139388",1,78
"139389",18,50
"139390",11,17
"139391",1,63
"139392",4,18
"139393",2,6
"139394",0,6
"139395",0,5
"139396",0,3
"139398",0,5
"139399",0,47
"139401",0,9
"139407",0,104
"139410",0,45725
"139411",0,324
"139422",34,169
"139424",46,249
"139425",11,67
"139428",32,167
"139429",119,316
"139433",2,308
"139435",0,25
"139436",3,50
"139437",11,55
"139440",13,46
"139441",3,26
"139442",2,233
"139443",0,1
"139444",2,2
"139445",2,199
"139447",1,63
"139449",0,484
"139450",11,310
"139452",14,345
"139453",4,152
"139454",0,119
"139456",0,2
"139457",0,5
"139458",1,3
"139459",6,25
"139460",1,9
"139462",8,54
"139464",2,7
"139467",3,24
"139468",0,7
"139469",8,65
"139470",3,39
"139472",9,25
"139474",1,929
"139476",0,7996
"139477",0,6
"139484",0,2
"139485",0,4
"139486",0,135
"139488",0,390
"139489",1,15
"139490",0,345
"139492",1,48
"139493",1,48
"139494",33,386
"139496",1,88
"139499",0,9
"139500",0,439
"139502",0,2
"139503",0,18
"139508",0,30
"139510",0,11
"139511",0,1
"139514",0,1
"139516",0,9
"139518",0,5
"139519",0,145
"139520",0,4
"139522",0,2
"139523",0,338
"139525",0,7
"139535",1,89
"139536",3,12
"139542",1,70
"139547",0,7
"139548",0,2
"139552",0,8
"139553",0,10
"139554",3,9
"139557",0,1046
"139560",0,4
"139562",0,4
"139580",0,16
"139582",0,2
"139586",0,14
"139591",0,2
"139594",0,8
"139595",0,7
"139597",0,3
"139601",0,14
"139602",0,147
"139603",0,4
"139604",0,2668
"139610",0,25
"139617",0,1
"139618",0,2
"139620",0,2
"139622",0,10
"139623",0,31
"139631",0,91
"139633",0,12
"139634",0,13
"139635",0,5
"139640",0,80
"139643",0,6
"139644",0,11
"139645",0,18
"139647",0,13
"139650",0,62
"139652",0,1
"139653",0,3
"139655",0,15
"139659",0,15
"139662",0,1
"139663",0,27
"139664",0,24
"139665",0,14
"139670",0,5
"139671",0,25
"139672",0,1
"139673",0,114
"139675",0,2
"139679",0,1
"139682",0,53
"139684",0,26
"139686",0,141
"139690",4,73
"139691",0,489
"139694",0,1
"139695",0,2
"139697",0,1
"139699",0,6
"139700",0,41
"139702",0,1
"139705",0,2
"139706",0,1
"139710",0,5
"139711",5,5
"139712",2,14
"139713",1,9
"139715",0,1
"139717",0,29
"139718",0,206
"139720",1,76
"139726",0,2
"139729",0,5
"139731",0,1
"139734",0,6
"139735",0,4
"139736",0,168
"139738",0,40
"139741",0,2
"139742",0,4
"139743",0,1
"139744",2,221
"139747",1,9
"139749",0,12
"139750",0,8
"139753",0,12
"139755",0,2
"139756",0,3
"139759",9,9
"139761",1,23
"139764",0,1
"139765",0,31
"139766",0,18
"139768",0,30
"139771",0,54
"139772",0,7
"139776",0,3
"139778",0,1
"139779",1,6
"139780",0,5
"139781",1,2
"139782",0,1
"139784",0,5
"139785",0,6
"139786",16,29
"139791",0,2
"139792",0,1
"139793",0,4
"139799",1,9
"139800",1,321
"139801",2,2
"139803",0,5
"139805",0,98
"139806",0,1
"139807",0,4
"139811",0,2
"139813",2,6
"139814",0,1
"139815",0,1
"139816",2,5
"139820",0,1
"139821",1,1
"139823",0,3
"139825",0,161
"139826",0,1
"139831",2,4
"139832",1,259
"139838",0,5
"139840",0,22
"139846",0,3
"139849",0,64
"139850",0,6
"139851",1,4
"139853",0,20
"139854",0,1
"139855",0,1
"139857",0,1
"139858",0,2
"139859",0,99
"139861",0,1
"139864",0,2
"139865",0,3
"139866",0,2
"139868",0,1
"139869",0,4
"139872",0,1
"139873",0,1
"139875",0,2
"139876",0,5
"139878",0,2
"139883",1,4
"139884",6,14
"139885",1,28
"139896",0,40
"139898",0,2
"139899",0,2
"139903",1,729
"139907",0,40
"139908",0,86
"139910",1,2
"139914",0,2
"139924",28,47
"139928",0,6
"139930",0,31
"139931",0,60
"139932",0,3
"139939",0,12
"139940",0,9
"139942",7,189
"139943",12,77
"139944",56,265
"139945",31,129
"139947",16,65
"139948",0,5
"139950",0,60
"139951",0,370
"139952",0,28
"139954",0,43
"139955",0,5
"139957",0,18
"139959",1,579
"139960",0,15
"139961",0,6
"139962",0,27
"139965",0,121
"139966",0,12
"139967",0,4
"139968",0,1
"139969",0,22
"139970",0,35
"139975",12,348
"139987",0,62
"139988",0,16
"139998",0,43
"139999",0,132
"140001",2,19
"140002",1,30
"140004",1,5
"140005",0,55
"140006",0,3
"140008",0,27
"140010",3,67
"140011",1,5
"140012",0,43
"140014",0,7
"140015",2,254
"140017",1,36
"140018",0,2
"140019",0,2
"140022",0,34
"140023",0,21
"140024",0,19
"140025",1,3867
"140027",77,77
"140029",0,32
"140032",0,16
"140033",0,266
"140035",0,13
"140037",0,12
"140039",0,3
"140044",0,3
"140046",0,7
"140048",1,45
"140059",0,324
"140060",0,1
"140061",0,2
"140062",0,3
"140064",0,4
"140066",0,6
"140067",0,13
"140068",4,14
"140069",1,1
"140071",0,104
"140074",0,107
"140075",0,49
"140076",0,4
"140080",0,33
"140081",0,2
"140082",0,248
"140085",0,17
"140087",0,2
"140088",0,3
"140089",0,3
"140092",0,3
"140099",0,8
"140101",0,1
"140102",9,128
"140103",6,6774
"140104",0,60
"140105",1,124
"140108",0,268
"140110",0,10
"140111",42,213
"140112",27,101
"140115",41,140
"140120",0,25
"140121",0,29
"140122",0,6
"140123",0,748
"140128",0,61
"140129",0,4273
"140130",0,2
"140132",0,310
"140134",0,3
"140151",0,210
"140154",2,111
"140155",4,329
"140157",1,59
"140159",0,1
"140160",0,1
"140161",1,635
"140162",0,3
"140166",0,50
"140167",0,150
"140168",0,189
"140169",0,251
"140170",6,2266
"140171",1,7
"140172",1,87
"140173",1,74
"140175",0,22
"140176",1,52
"140180",1,2
"140184",0,6
"140186",1,55
"140187",0,193
"140188",0,25
"140191",0,25
"140193",11,88
"140194",0,36
"140196",0,3
"140197",2,89
"140198",1,86
"140199",0,5793
"140201",2,2631
"140204",0,2
"140206",0,5
"140210",0,6
"140211",0,92
"140212",0,8
"140213",0,2
"140215",0,4
"140218",0,482
"140221",0,32
"140222",12,321
"140223",1873,7549
"140226",14,425
"140227",15462,49529
"140228",15,536
"140229",0,874
"140230",0,78
"140231",0,13
"140232",0,17
"140233",5,146
"140235",1,171
"140236",0,61
"140237",0,213
"140238",2,20
"140239",1,1
"140240",0,3
"140242",1,2538
"140243",3,134
"140248",0,1
"140249",0,36
"140250",0,145
"140252",14,220
"140253",4,478
"140255",13,376
"140256",0,76
"140258",1,130
"140259",0,6
"140260",0,7
"140261",0,382
"140262",0,8180
"140263",0,2576
"140264",1,6260
"140266",0,760
"140270",69,18756
"140271",0,4460
"140273",0,14
"140274",0,10
"140275",0,19
"140278",0,50
"140282",0,493
"140283",1,3352
"140286",0,17
"140287",0,2448
"140289",0,22
"140290",0,347
"140291",0,617
"140292",0,3
"140293",0,7
"140294",0,56
"140295",0,354
"140297",0,11
"140298",0,5
"140299",0,2070
"140300",1,4019
"140301",0,1309
"140302",0,10137
"140306",44,249
"140307",15,56
"140314",0,4
"140317",0,5
"140322",0,1
"140330",0,12
"140334",0,1
"140337",20,26
"140338",31,42
"140346",0,1
"140347",0,1
"140348",0,19
"140349",0,366
"140350",0,7
"140365",0,216
"140366",0,185
"140368",0,1
"140377",1,495
"140387",2,39
"140388",0,11
"140389",0,136
"140390",0,2
"140391",0,85
"140393",0,2
"140396",0,188
"140398",0,1
"140401",0,33
"140403",1,24998
"140405",0,488
"140406",0,8
"140407",1,39
"140415",1,117
"140416",0,92
"140417",0,430
"140429",0,1646
"140430",5,37125
"140431",1,3937
"140432",0,2873
"140435",0,56
"140436",61,456
"140437",0,15
"140440",1,1258
"140441",0,1
"140442",41,149
"140447",3,477
"140448",1,29
"140449",6,1137
"140450",1,1
"140451",0,10
"140452",0,57
"140453",0,11
"140454",2,17
"140456",0,2
"140458",0,10
"140459",0,45
"140461",1,1867
"140463",1,271
"140464",0,243
"140467",1,3542
"140471",0,142
"140472",2,1779
"140474",0,2470
"140476",0,233
"140477",0,41
"140478",0,97
"140480",35,71914
"140481",0,4947
"140482",0,4095
"140483",1,243
"140484",1,49
"140485",0,915
"140489",0,1
"140491",0,148
"140517",0,2
"140521",2,32
"140522",2,23
"140524",0,6
"140525",0,465
"140526",3,17
"140527",0,4
"140528",1,618
"140529",1,79
"140531",0,108
"140532",0,34
"140533",1,735
"140535",1,34
"140536",1,361
"140540",0,9
"140546",0,1
"140549",0,62
"140551",0,34
"140552",0,2
"140554",0,2
"140558",0,10
"140560",0,276
"140561",0,22
"140567",7,7
"140568",0,7
"140569",0,396
"140570",0,229
"140571",0,223
"140577",1,1164
"140579",2,1028
"140580",7,81
"140581",0,713
"140583",0,69
"140584",4,9195
"140585",5,174
"140588",1,1271
"140589",1,13045
"140590",1,4644
"140592",0,1443
"140593",0,320
"140595",0,280
"140596",28,1051
"140598",0,182
"140600",3,1042
"140601",0,504
"140604",0,62
"140605",6,2922
"140606",0,146
"140607",18,281
"140609",86,361
"140610",31,166
"140612",0,30
"140614",1,12
"140616",1,173
"140621",1,7383
"140623",4,102
"140624",23,457
"140625",3,9847
"140626",0,326
"140627",0,251
"140628",0,2
"140629",0,65
"140630",0,63
"140632",0,1
"140640",0,482
"140647",14,73
"140649",247,770
"140650",30,100
"140652",3,65
"140653",2,6
"140657",1,423
"140658",1,817
"140661",0,20
"140667",0,8
"140669",1,24
"140670",0,2
"140672",0,3
"140673",0,101
"140674",0,92
"140675",0,87
"140677",0,70
"140683",0,489
"140684",0,242
"140685",0,1978
"140686",0,18
"140687",0,2992
"140692",180,4414
"140700",1,524
"140702",14,351
"140703",11,55
"140706",0,5
"140708",0,149
"140709",0,175
"140710",0,475
"140712",0,1200
"140714",3,59
"140716",0,5
"140717",1,320
"140720",34,42
"140721",5,29
"140722",10,94
"140725",0,11
"140726",1,54
"140727",0,1
"140728",0,1575
"140729",0,36
"140733",0,1875
"140734",0,128
"140735",0,274
"140736",0,644
"140737",0,14145
"140740",0,85
"140743",0,2
"140744",0,4679
"140747",0,83
"140750",0,26
"140754",0,176
"140758",0,17
"140765",0,1
"140767",0,304
"140768",0,76
"140769",1,7
"140770",0,57
"140771",0,35
"140774",0,8
"140779",0,253
"140780",0,90
"140781",0,19
"140782",13,20
"140787",0,5
"140788",0,2
"140792",0,12
"140797",0,2
"140807",0,40
"140811",0,8
"140812",0,53
"140814",0,45
"140815",1,164
"140817",0,68
"140818",0,84
"140819",0,46
"140820",0,83
"140821",0,10
"140823",0,11
"140824",0,1
"140825",33,75
"140826",50,255
"140830",0,179
"140833",0,6
"140834",0,139
"140835",0,88
"140838",0,133
"140839",0,16
"140840",0,65
"140842",0,7
"140843",2,133
"140847",35,134
"140848",9,9
"140849",24,139
"140852",0,5
"140853",3,21
"140854",0,127
"140855",0,124
"140857",0,3
"140859",0,2
"140861",0,1
"140864",0,40
"140868",1,257
